,Country Name,Country Code,Series Name,2014,2015,2016,2017,2018,2019
1229,Dominica,DMA,"Time to export, documentary compliance (hours)",12,12,12,12,12,12
1230,Dominica,DMA,"Time to import, border compliance (hours)",39.27273,39.27273,39.27273,39.27273,39.27273,39.27273
1231,Dominica,DMA,"Time to import, documentary compliance (hours)",24,24,24,24,24,24
1232,Dominican Republic,DOM,Cost of business start-up procedures (% of GNI per capita),16.9,15.3,14.8,14.5,14.1,13.7
1233,Dominican Republic,DOM,"Cost of business start-up procedures, female (% of GNI per capita)",16.9,15.3,14.8,14.5,14.1,13.7
1234,Dominican Republic,DOM,"Cost of business start-up procedures, male (% of GNI per capita)",16.9,15.3,14.8,14.5,14.1,13.7
1235,Dominican Republic,DOM,Time required to start a business (days),14.5,14.5,18.5,16.5,16.5,16.5
1236,Dominican Republic,DOM,"Time required to start a business, female (days)",14.5,14.5,18.5,16.5,16.5,16.5
1237,Dominican Republic,DOM,"Time required to start a business, male (days)",14.5,14.5,18.5,16.5,16.5,16.5
1238,Dominican Republic,DOM,Unemployment with advanced education (% of total labor force with advanced education),5.699999809,6.119999886,4.619999886,5.139999866,3.75,5.190000057
1239,Dominican Republic,DOM,"Unemployment with advanced education, female (% of female labor force with advanced education)",6.119999886,6.679999828,5.46999979,5.619999886,4.71999979,6.489999771
1240,Dominican Republic,DOM,"Unemployment with advanced education, male (% of male labor force with advanced education)",5.130000114,5.230000019,3.220000029,4.28000021,2.230000019,3.079999924
1241,Dominican Republic,DOM,Unemployment with basic education (% of total labor force with basic education),6.119999886,7.159999847,7.199999809,5.369999886,5.71999979,5.539999962
1242,Dominican Republic,DOM,"Unemployment with basic education, female (% of female labor force with basic education)",8.890000343,11.55000019,11.35000038,7.53000021,9.770000458,9.529999733
1243,Dominican Republic,DOM,"Unemployment with basic education, male (% of male labor force with basic education)",4.769999981,4.96999979,5.139999866,4.329999924,3.700000048,3.400000095
1244,Dominican Republic,DOM,Unemployment with intermediate education (% of total labor force with intermediate education),10.09000015,11.51000023,10.97999954,8.909999847,8.840000153,9.229999542
1245,Dominican Republic,DOM,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",14.10999966,14.64000034,14.77000046,11.69999981,12.59000015,12.28999996
1246,Dominican Republic,DOM,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",6.869999886,8.81000042,7.71999979,6.420000076,5.679999828,6.579999924
1247,Dominican Republic,DOM,"Interest rate spread (lending rate minus deposit rate, %)",7.502973911,8.4475,8.390833333,7.906666667,6.524733333,6.363558333
1248,Dominican Republic,DOM,Average time to clear exports through customs (days),..,..,9.4,..,..,..
1249,Dominican Republic,DOM,Logistics performance index: Overall (1=low to 5=high),2.860551,..,2.62728,..,2.66,..
1250,Dominican Republic,DOM,"Time to export, border compliance (hours)",16,16,16,16,16,16
1251,Dominican Republic,DOM,"Time to export, documentary compliance (hours)",34,10,10,10,10,10
1252,Dominican Republic,DOM,"Time to import, border compliance (hours)",24,24,24,24,24,24
1253,Dominican Republic,DOM,"Time to import, documentary compliance (hours)",37.5,13.5,13.5,13.5,13.5,13.5
1254,Ecuador,ECU,Cost of business start-up procedures (% of GNI per capita),24,22,32.4,34,33.3,33
1255,Ecuador,ECU,"Cost of business start-up procedures, female (% of GNI per capita)",24,22,32.4,34,33.3,33
1256,Ecuador,ECU,"Cost of business start-up procedures, male (% of GNI per capita)",24,22,32.4,34,33.3,33
1257,Ecuador,ECU,Time required to start a business (days),55.5,50.5,48.5,48.5,48.5,48.5
1258,Ecuador,ECU,"Time required to start a business, female (days)",55.5,50.5,48.5,48.5,48.5,48.5
1259,Ecuador,ECU,"Time required to start a business, male (days)",55.5,50.5,48.5,48.5,48.5,48.5
1260,Ecuador,ECU,Unemployment with advanced education (% of total labor force with advanced education),4.090000153,4.809999943,6.039999962,5.809999943,5.28000021,5.320000172
1261,Ecuador,ECU,"Unemployment with advanced education, female (% of female labor force with advanced education)",5.039999962,5.710000038,7.28000021,6.889999866,6.099999905,5.989999771
1262,Ecuador,ECU,"Unemployment with advanced education, male (% of male labor force with advanced education)",3.119999886,3.839999914,4.650000095,4.619999886,4.409999847,4.599999905
1263,Ecuador,ECU,Unemployment with basic education (% of total labor force with basic education),2.329999924,2.450000048,3.00999999,2.329999924,2.019999981,2.079999924
1264,Ecuador,ECU,"Unemployment with basic education, female (% of female labor force with basic education)",2.5,2.769999981,3.599999905,2.960000038,2.289999962,2.289999962
1265,Ecuador,ECU,"Unemployment with basic education, male (% of male labor force with basic education)",2.230000019,2.25999999,2.640000105,1.919999957,1.840000033,1.940000057
1266,Ecuador,ECU,Unemployment with intermediate education (% of total labor force with intermediate education),5.989999771,5.869999886,7.300000191,5.960000038,5.650000095,6.230000019
1267,Ecuador,ECU,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",7.380000114,7.769999981,9.739999771,7.809999943,7.559999943,8.090000153
1268,Ecuador,ECU,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",5.139999866,4.639999866,5.630000114,4.710000038,4.409999847,5.019999981
1269,Ecuador,ECU,"Interest rate spread (lending rate minus deposit rate, %)",..,..,..,..,..,..
1270,Ecuador,ECU,Average time to clear exports through customs (days),..,..,..,9.2,..,..
1271,Ecuador,ECU,Logistics performance index: Overall (1=low to 5=high),2.710986,..,2.779081,..,2.88,..
1272,Ecuador,ECU,"Time to export, border compliance (hours)",96,96,96,96,96,96
1273,Ecuador,ECU,"Time to export, documentary compliance (hours)",24,24,24,24,24,24
1274,Ecuador,ECU,"Time to import, border compliance (hours)",24,24,24,24,24,24
1275,Ecuador,ECU,"Time to import, documentary compliance (hours)",120,120,120,120,120,120
1276,"Egypt, Arab Rep.",EGY,Cost of business start-up procedures (% of GNI per capita),26,23.2,22.6,22.2,42.6,20.3
1277,"Egypt, Arab Rep.",EGY,"Cost of business start-up procedures, female (% of GNI per capita)",26,23.2,22.6,22.2,42.6,20.3
1278,"Egypt, Arab Rep.",EGY,"Cost of business start-up procedures, male (% of GNI per capita)",26,23.2,22.6,22.2,42.6,20.3
1279,"Egypt, Arab Rep.",EGY,Time required to start a business (days),12.5,16.5,16.5,16.5,11.5,12.5
1280,"Egypt, Arab Rep.",EGY,"Time required to start a business, female (days)",13,17,17,17,12,13
1281,"Egypt, Arab Rep.",EGY,"Time required to start a business, male (days)",12,16,16,16,11,12
1282,"Egypt, Arab Rep.",EGY,Unemployment with advanced education (% of total labor force with advanced education),19.94000053,21.63999939,20.72999954,20.80999947,22.25,..
1283,"Egypt, Arab Rep.",EGY,"Unemployment with advanced education, female (% of female labor force with advanced education)",31.45999908,32.79000092,30.92000008,31.32999992,34.75999832,..
1284,"Egypt, Arab Rep.",EGY,"Unemployment with advanced education, male (% of male labor force with advanced education)",13.63000011,15.19999981,14.86999989,14.76000023,15.18999958,..
1285,"Egypt, Arab Rep.",EGY,Unemployment with basic education (% of total labor force with basic education),11.53999996,8.970000267,8.609999657,6.869999886,4.110000134,4.900000095
1286,"Egypt, Arab Rep.",EGY,"Unemployment with basic education, female (% of female labor force with basic education)",12.84000015,8.350000381,8.039999962,5.46999979,6.150000095,24.95999908
1287,"Egypt, Arab Rep.",EGY,"Unemployment with basic education, male (% of male labor force with basic education)",11.40999985,9.100000381,8.739999771,7.179999828,3.900000095,3.319999933
1288,"Egypt, Arab Rep.",EGY,Unemployment with intermediate education (% of total labor force with intermediate education),15.84000015,16.67000008,15.90999985,15.67000008,10.47999954,11.14000034
1289,"Egypt, Arab Rep.",EGY,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",32.90999985,34.77999878,32.79000092,33.22000122,23.53000069,27.38999939
1290,"Egypt, Arab Rep.",EGY,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",10.94999981,11.18000031,10.85999966,10.55000019,7.519999981,6.699999809
1291,"Egypt, Arab Rep.",EGY,"Interest rate spread (lending rate minus deposit rate, %)",4.791666667,4.716666667,5.741666667,6.083333333,6,5.166666667
1292,"Egypt, Arab Rep.",EGY,Average time to clear exports through customs (days),..,..,7.5,..,..,..
1293,"Egypt, Arab Rep.",EGY,Logistics performance index: Overall (1=low to 5=high),2.965911,..,3.184964,..,2.82,..
1294,"Egypt, Arab Rep.",EGY,"Time to export, border compliance (hours)",48,48,48,48,48,48
1295,"Egypt, Arab Rep.",EGY,"Time to export, documentary compliance (hours)",88,88,88,88,88,88
1296,"Egypt, Arab Rep.",EGY,"Time to import, border compliance (hours)",120,120,240,240,240,240
1297,"Egypt, Arab Rep.",EGY,"Time to import, documentary compliance (hours)",192,192,265,265,265,265
1298,El Salvador,SLV,Cost of business start-up procedures (% of GNI per capita),44.7,43.4,41.4,41.4,45.1,43.3
1299,El Salvador,SLV,"Cost of business start-up procedures, female (% of GNI per capita)",44.7,43.4,41.4,41.4,45.1,43.3
1300,El Salvador,SLV,"Cost of business start-up procedures, male (% of GNI per capita)",44.7,43.4,41.4,41.4,45.1,43.3
1301,El Salvador,SLV,Time required to start a business (days),16.5,16.5,16.5,16.5,16.5,16.5
1302,El Salvador,SLV,"Time required to start a business, female (days)",16.5,16.5,16.5,16.5,16.5,16.5
1303,El Salvador,SLV,"Time required to start a business, male (days)",16.5,16.5,16.5,16.5,16.5,16.5
1304,El Salvador,SLV,Unemployment with advanced education (% of total labor force with advanced education),3.339999914,4.409999847,6.579999924,5.210000038,4.980000019,6.460000038
1305,El Salvador,SLV,"Unemployment with advanced education, female (% of female labor force with advanced education)",3.660000086,5.010000229,8.859999657,5.639999866,5.289999962,7.679999828
1306,El Salvador,SLV,"Unemployment with advanced education, male (% of male labor force with advanced education)",2.980000019,3.769999981,4.349999905,4.760000229,4.650000095,5.25
1307,El Salvador,SLV,Unemployment with basic education (% of total labor force with basic education),3.809999943,3.890000105,3.410000086,3.690000057,3.75,3.390000105
1308,El Salvador,SLV,"Unemployment with basic education, female (% of female labor force with basic education)",1.970000029,2.880000114,2.299999952,3.329999924,2.680000067,2.930000067
1309,El Salvador,SLV,"Unemployment with basic education, male (% of male labor force with basic education)",4.940000057,4.460000038,4.099999905,3.900000095,4.369999886,3.680000067
1310,El Salvador,SLV,Unemployment with intermediate education (% of total labor force with intermediate education),6.389999866,5.809999943,6.849999905,6.789999962,5.96999979,6.179999828
1311,El Salvador,SLV,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",5.940000057,5.909999847,6.590000153,6.900000095,6.449999809,7.440000057
1312,El Salvador,SLV,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",6.75,5.739999771,7.050000191,6.710000038,5.610000134,5.239999771
1313,El Salvador,SLV,"Interest rate spread (lending rate minus deposit rate, %)",..,..,..,..,..,..
1314,El Salvador,SLV,Average time to clear exports through customs (days),..,..,2.9,..,..,..
1315,El Salvador,SLV,Logistics performance index: Overall (1=low to 5=high),2.960467,..,2.705726,..,2.58,..
1316,El Salvador,SLV,"Time to export, border compliance (hours)",14,38,38,30,24,24
1317,El Salvador,SLV,"Time to export, documentary compliance (hours)",9.333333,9.333333,9.333333,9.333333,9.333333,9.333333
1318,El Salvador,SLV,"Time to import, border compliance (hours)",15.66667,39.66667,39.66667,36,36,36
1319,El Salvador,SLV,"Time to import, documentary compliance (hours)",13.33333,13.33333,13.33333,13.33333,13.33333,13.33333
1320,Equatorial Guinea,GNQ,Cost of business start-up procedures (% of GNI per capita),99,99.4,102.7,103.4,101.2,59.1
1321,Equatorial Guinea,GNQ,"Cost of business start-up procedures, female (% of GNI per capita)",99,99.4,102.7,103.4,101.2,59.1
1322,Equatorial Guinea,GNQ,"Cost of business start-up procedures, male (% of GNI per capita)",99,99.4,102.7,103.4,101.2,59.1
1323,Equatorial Guinea,GNQ,Time required to start a business (days),150,150,149,33,33,33
1324,Equatorial Guinea,GNQ,"Time required to start a business, female (days)",150,150,149,33,33,33
1325,Equatorial Guinea,GNQ,"Time required to start a business, male (days)",150,150,149,33,33,33
1326,Equatorial Guinea,GNQ,Unemployment with advanced education (% of total labor force with advanced education),..,..,..,..,..,..
1327,Equatorial Guinea,GNQ,"Unemployment with advanced education, female (% of female labor force with advanced education)",..,..,..,..,..,..
1328,Equatorial Guinea,GNQ,"Unemployment with advanced education, male (% of male labor force with advanced education)",..,..,..,..,..,..
1329,Equatorial Guinea,GNQ,Unemployment with basic education (% of total labor force with basic education),..,..,..,..,..,..
1330,Equatorial Guinea,GNQ,"Unemployment with basic education, female (% of female labor force with basic education)",..,..,..,..,..,..
1331,Equatorial Guinea,GNQ,"Unemployment with basic education, male (% of male labor force with basic education)",..,..,..,..,..,..
1332,Equatorial Guinea,GNQ,Unemployment with intermediate education (% of total labor force with intermediate education),..,..,..,..,..,..
1333,Equatorial Guinea,GNQ,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",..,..,..,..,..,..
1334,Equatorial Guinea,GNQ,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",..,..,..,..,..,..
1335,Equatorial Guinea,GNQ,"Interest rate spread (lending rate minus deposit rate, %)",..,..,..,..,..,..
1336,Equatorial Guinea,GNQ,Average time to clear exports through customs (days),..,..,..,..,..,..
1337,Equatorial Guinea,GNQ,Logistics performance index: Overall (1=low to 5=high),2.354636,..,1.87919,..,2.32,..
1338,Equatorial Guinea,GNQ,"Time to export, border compliance (hours)",132,132,132,132,132,132
1339,Equatorial Guinea,GNQ,"Time to export, documentary compliance (hours)",154,154,154,154,154,154
1340,Equatorial Guinea,GNQ,"Time to import, border compliance (hours)",240,240,240,240,240,240
1341,Equatorial Guinea,GNQ,"Time to import, documentary compliance (hours)",240,240,240,240,240,240
1342,Eritrea,ERI,Cost of business start-up procedures (% of GNI per capita),41.5,38.1,37.6,27,23.7,21.3
1343,Eritrea,ERI,"Cost of business start-up procedures, female (% of GNI per capita)",41.5,38.1,37.6,27,23.7,21.3
1344,Eritrea,ERI,"Cost of business start-up procedures, male (% of GNI per capita)",41.5,38.1,37.6,27,23.7,21.3
1345,Eritrea,ERI,Time required to start a business (days),84,84,84,84,84,84
1346,Eritrea,ERI,"Time required to start a business, female (days)",84,84,84,84,84,84
1347,Eritrea,ERI,"Time required to start a business, male (days)",84,84,84,84,84,84
1348,Eritrea,ERI,Unemployment with advanced education (% of total labor force with advanced education),..,..,..,..,..,..
1349,Eritrea,ERI,"Unemployment with advanced education, female (% of female labor force with advanced education)",..,..,..,..,..,..
1350,Eritrea,ERI,"Unemployment with advanced education, male (% of male labor force with advanced education)",..,..,..,..,..,..
1351,Eritrea,ERI,Unemployment with basic education (% of total labor force with basic education),..,..,..,..,..,..
1352,Eritrea,ERI,"Unemployment with basic education, female (% of female labor force with basic education)",..,..,..,..,..,..
1353,Eritrea,ERI,"Unemployment with basic education, male (% of male labor force with basic education)",..,..,..,..,..,..
1354,Eritrea,ERI,Unemployment with intermediate education (% of total labor force with intermediate education),..,..,..,..,..,..
1355,Eritrea,ERI,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",..,..,..,..,..,..
1356,Eritrea,ERI,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",..,..,..,..,..,..
1357,Eritrea,ERI,"Interest rate spread (lending rate minus deposit rate, %)",..,..,..,..,..,..
1358,Eritrea,ERI,Average time to clear exports through customs (days),..,..,..,..,..,..
1359,Eritrea,ERI,Logistics performance index: Overall (1=low to 5=high),2.084755,..,2.171842,..,2.09,..
1360,Eritrea,ERI,"Time to export, border compliance (hours)",..,..,..,..,..,..
1361,Eritrea,ERI,"Time to export, documentary compliance (hours)",..,..,..,..,..,..
1362,Eritrea,ERI,"Time to import, border compliance (hours)",..,..,..,..,..,..
1363,Eritrea,ERI,"Time to import, documentary compliance (hours)",..,..,..,..,..,..
1364,Estonia,EST,Cost of business start-up procedures (% of GNI per capita),1.4,1.3,1.2,1.2,1.1,1
1365,Estonia,EST,"Cost of business start-up procedures, female (% of GNI per capita)",1.4,1.3,1.2,1.2,1.1,1
1366,Estonia,EST,"Cost of business start-up procedures, male (% of GNI per capita)",1.4,1.3,1.2,1.2,1.1,1
1367,Estonia,EST,Time required to start a business (days),4.5,3.5,3.5,3.5,3.5,3.5
1368,Estonia,EST,"Time required to start a business, female (days)",4.5,3.5,3.5,3.5,3.5,3.5
1369,Estonia,EST,"Time required to start a business, male (days)",4.5,3.5,3.5,3.5,3.5,3.5
1370,Estonia,EST,Unemployment with advanced education (% of total labor force with advanced education),4.760000229,3.849999905,3.859999895,3.200000048,3.559999943,2.859999895
1371,Estonia,EST,"Unemployment with advanced education, female (% of female labor force with advanced education)",4.75,4.21999979,3.74000001,3,3.420000076,2.940000057
1372,Estonia,EST,"Unemployment with advanced education, male (% of male labor force with advanced education)",4.78000021,3.25999999,4.050000191,3.50999999,3.779999971,2.74000001
1373,Estonia,EST,Unemployment with basic education (% of total labor force with basic education),12.78999996,12.25,12.73999977,10.85000038,10.28999996,9.81000042
1374,Estonia,EST,"Unemployment with basic education, female (% of female labor force with basic education)",11.40999985,13.02999973,13.76000023,11.34000015,12.60999966,12.47999954
1375,Estonia,EST,"Unemployment with basic education, male (% of male labor force with basic education)",13.35000038,11.85999966,12.25,10.61999989,9.109999657,8.409999847
1376,Estonia,EST,Unemployment with intermediate education (% of total labor force with intermediate education),8.100000381,6.760000229,7.760000229,6.679999828,5.789999962,4.769999981
1377,Estonia,EST,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",8.380000114,7.190000057,7.420000076,6.920000076,6.320000172,6
1378,Estonia,EST,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",7.889999866,6.440000057,8.010000229,6.5,5.409999847,3.910000086
1379,Estonia,EST,"Interest rate spread (lending rate minus deposit rate, %)",..,..,..,..,..,..
1380,Estonia,EST,Average time to clear exports through customs (days),..,..,..,..,..,1.8
1381,Estonia,EST,Logistics performance index: Overall (1=low to 5=high),3.34592,..,3.363489,..,3.31,..
1382,Estonia,EST,"Time to export, border compliance (hours)",2,2,2,2,2,2
1383,Estonia,EST,"Time to export, documentary compliance (hours)",0.5,0.5,0.5,0.5,0.5,0.5
1384,Estonia,EST,"Time to import, border compliance (hours)",0,0,0,0,0,0
1385,Estonia,EST,"Time to import, documentary compliance (hours)",0.5,0.5,0.5,0.5,0.5,0.5
1386,Eswatini,SWZ,Cost of business start-up procedures (% of GNI per capita),23.3,23.4,16.6,16.4,18.3,10.7
1387,Eswatini,SWZ,"Cost of business start-up procedures, female (% of GNI per capita)",23.3,23.4,16.6,16.4,18.3,10.7
1388,Eswatini,SWZ,"Cost of business start-up procedures, male (% of GNI per capita)",23.3,23.4,16.6,16.4,18.3,10.7
1389,Eswatini,SWZ,Time required to start a business (days),30,30,30,30,30,21.5
1390,Eswatini,SWZ,"Time required to start a business, female (days)",30,30,30,30,30,21.5
1391,Eswatini,SWZ,"Time required to start a business, male (days)",30,30,30,30,30,21.5
1392,Eswatini,SWZ,Unemployment with advanced education (% of total labor force with advanced education),..,..,11.34000015,..,..,..
1393,Eswatini,SWZ,"Unemployment with advanced education, female (% of female labor force with advanced education)",..,..,12.82999992,..,..,..
1394,Eswatini,SWZ,"Unemployment with advanced education, male (% of male labor force with advanced education)",..,..,9.859999657,..,..,..
1395,Eswatini,SWZ,Unemployment with basic education (% of total labor force with basic education),..,..,25.38999939,..,..,..
1396,Eswatini,SWZ,"Unemployment with basic education, female (% of female labor force with basic education)",..,..,27.59000015,..,..,..
1397,Eswatini,SWZ,"Unemployment with basic education, male (% of male labor force with basic education)",..,..,23.23999977,..,..,..
1398,Eswatini,SWZ,Unemployment with intermediate education (% of total labor force with intermediate education),..,..,28.95000076,..,..,..
1399,Eswatini,SWZ,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",..,..,21.20999908,..,..,..
1400,Eswatini,SWZ,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",..,..,36.81999969,..,..,..
1401,Eswatini,SWZ,"Interest rate spread (lending rate minus deposit rate, %)",6.485,6.771666667,7.31,7.55,6.5525,6.44
1402,Eswatini,SWZ,Average time to clear exports through customs (days),..,..,4.1,..,..,..
1403,Eswatini,SWZ,Logistics performance index: Overall (1=low to 5=high),..,..,..,..,..,..
1404,Eswatini,SWZ,"Time to export, border compliance (hours)",2.722222,2.722222,2.722222,2.111111,2.111111,2.111111
1405,Eswatini,SWZ,"Time to export, documentary compliance (hours)",3.555556,3.555556,3.555556,2,2,2
1406,Eswatini,SWZ,"Time to import, border compliance (hours)",4.611111,4.611111,4.611111,3.055556,3.055556,3.055556
1407,Eswatini,SWZ,"Time to import, documentary compliance (hours)",3.555556,3.555556,3.555556,3.555556,3.555556,3.555556
1408,Ethiopia,ETH,Cost of business start-up procedures (% of GNI per capita),93.7,79.1,69.3,57.8,52.7,45.4
1409,Ethiopia,ETH,"Cost of business start-up procedures, female (% of GNI per capita)",93.7,79.1,69.3,57.8,52.7,45.4
1410,Ethiopia,ETH,"Cost of business start-up procedures, male (% of GNI per capita)",93.7,79.1,69.3,57.8,52.7,45.4
1411,Ethiopia,ETH,Time required to start a business (days),39,35,35,33,32,32
1412,Ethiopia,ETH,"Time required to start a business, female (days)",39,35,35,33,32,32
1413,Ethiopia,ETH,"Time required to start a business, male (days)",39,35,35,33,32,32
1414,Ethiopia,ETH,Unemployment with advanced education (% of total labor force with advanced education),..,..,..,..,..,..
1415,Ethiopia,ETH,"Unemployment with advanced education, female (% of female labor force with advanced education)",..,..,..,..,..,..
1416,Ethiopia,ETH,"Unemployment with advanced education, male (% of male labor force with advanced education)",..,..,..,..,..,..
1417,Ethiopia,ETH,Unemployment with basic education (% of total labor force with basic education),..,..,..,..,..,..
1418,Ethiopia,ETH,"Unemployment with basic education, female (% of female labor force with basic education)",..,..,..,..,..,..
1419,Ethiopia,ETH,"Unemployment with basic education, male (% of male labor force with basic education)",..,..,..,..,..,..
1420,Ethiopia,ETH,Unemployment with intermediate education (% of total labor force with intermediate education),..,..,..,..,..,..
1421,Ethiopia,ETH,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",..,..,..,..,..,..
1422,Ethiopia,ETH,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",..,..,..,..,..,..
1423,Ethiopia,ETH,"Interest rate spread (lending rate minus deposit rate, %)",..,..,..,..,..,..
1424,Ethiopia,ETH,Average time to clear exports through customs (days),..,7.7,..,..,..,..
1425,Ethiopia,ETH,Logistics performance index: Overall (1=low to 5=high),2.593625,..,2.376767,..,..,..
1426,Ethiopia,ETH,"Time to export, border compliance (hours)",56.91346,56.91346,56.91346,50.91346,50.91346,50.91346
1427,Ethiopia,ETH,"Time to export, documentary compliance (hours)",91,91,91,76,76,76
1428,Ethiopia,ETH,"Time to import, border compliance (hours)",109.1538,109.1538,109.1538,72.23077,72.23077,72.23077
1429,Ethiopia,ETH,"Time to import, documentary compliance (hours)",208.8,208.8,208.8,194,194,194
1452,Fiji,FJI,Cost of business start-up procedures (% of GNI per capita),22.5,21.3,17.9,16.9,15.9,14.5
1453,Fiji,FJI,"Cost of business start-up procedures, female (% of GNI per capita)",22.5,21.3,17.9,16.9,15.9,14.5
1454,Fiji,FJI,"Cost of business start-up procedures, male (% of GNI per capita)",22.5,21.3,17.9,16.9,15.9,14.5
1455,Fiji,FJI,Time required to start a business (days),58,58,40,40,40,40
1456,Fiji,FJI,"Time required to start a business, female (days)",58,58,40,40,40,40
1457,Fiji,FJI,"Time required to start a business, male (days)",58,58,40,40,40,40
1458,Fiji,FJI,Unemployment with advanced education (% of total labor force with advanced education),1.470000029,..,5.019999981,..,..,..
1459,Fiji,FJI,"Unemployment with advanced education, female (% of female labor force with advanced education)",2.140000105,..,6.260000229,..,..,..
1460,Fiji,FJI,"Unemployment with advanced education, male (% of male labor force with advanced education)",1.029999971,..,4.159999847,..,..,..
1461,Fiji,FJI,Unemployment with basic education (% of total labor force with basic education),3.630000114,..,2.579999924,..,..,..
1462,Fiji,FJI,"Unemployment with basic education, female (% of female labor force with basic education)",4.360000134,..,2.5,..,..,..
1463,Fiji,FJI,"Unemployment with basic education, male (% of male labor force with basic education)",3.349999905,..,2.599999905,..,..,..
1464,Fiji,FJI,Unemployment with intermediate education (% of total labor force with intermediate education),8.56000042,..,5.550000191,..,..,..
1465,Fiji,FJI,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",12.06999969,..,7.349999905,..,..,..
1466,Fiji,FJI,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",6.679999828,..,4.590000153,..,..,..
1467,Fiji,FJI,"Interest rate spread (lending rate minus deposit rate, %)",4.592109484,3.331275202,3.079366505,2.489967326,2.232448256,1.349818143
1468,Fiji,FJI,Average time to clear exports through customs (days),..,..,..,..,..,..
1469,Fiji,FJI,Logistics performance index: Overall (1=low to 5=high),2.545003,..,2.316186,..,2.35,..
1470,Fiji,FJI,"Time to export, border compliance (hours)",56,56,56,56,56,56
1471,Fiji,FJI,"Time to export, documentary compliance (hours)",56.33333,56.33333,56.33333,56.33333,56.33333,56.33333
1472,Fiji,FJI,"Time to import, border compliance (hours)",42,42,42,42,42,34.75
1473,Fiji,FJI,"Time to import, documentary compliance (hours)",33.75,33.75,33.75,33.75,33.75,33.75
1474,Finland,FIN,Cost of business start-up procedures (% of GNI per capita),0.9,0.9,0.9,0.8,0.8,0.7
1475,Finland,FIN,"Cost of business start-up procedures, female (% of GNI per capita)",0.9,0.9,0.9,0.8,0.8,0.7
1476,Finland,FIN,"Cost of business start-up procedures, male (% of GNI per capita)",0.9,0.9,0.9,0.8,0.8,0.7
1477,Finland,FIN,Time required to start a business (days),17,17,17,17,17,13
1478,Finland,FIN,"Time required to start a business, female (days)",17,17,17,17,17,13
1479,Finland,FIN,"Time required to start a business, male (days)",17,17,17,17,17,13
1480,Finland,FIN,Unemployment with advanced education (% of total labor force with advanced education),5.059999943,5.949999809,5.809999943,5.210000038,4.179999828,3.940000057
1481,Finland,FIN,"Unemployment with advanced education, female (% of female labor force with advanced education)",4.579999924,5.659999847,5.690000057,5.25,4.230000019,3.700000048
1482,Finland,FIN,"Unemployment with advanced education, male (% of male labor force with advanced education)",5.679999828,6.320000172,5.980000019,5.159999847,4.110000134,4.260000229
1483,Finland,FIN,Unemployment with basic education (% of total labor force with basic education),17.18000031,17.62000084,16.71999931,17.94000053,15.86999989,16.04000092
1484,Finland,FIN,"Unemployment with basic education, female (% of female labor force with basic education)",18.89999962,19.90999985,20.81999969,21.63999939,17.93000031,17.84000015
1485,Finland,FIN,"Unemployment with basic education, male (% of male labor force with basic education)",16.09000015,16.18000031,14.13000011,15.76000023,14.69999981,14.97000027
1486,Finland,FIN,Unemployment with intermediate education (% of total labor force with intermediate education),9.399999619,10.23999977,9.510000229,9.420000076,8.279999733,7.199999809
1487,Finland,FIN,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",8.949999809,9.890000343,9.180000305,9.270000458,8.930000305,6.96999979
1488,Finland,FIN,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",9.760000229,10.52000046,9.760000229,9.539999962,7.789999962,7.369999886
1489,Finland,FIN,"Interest rate spread (lending rate minus deposit rate, %)",..,..,..,..,..,..
1490,Finland,FIN,Average time to clear exports through customs (days),..,..,..,..,..,..
1491,Finland,FIN,Logistics performance index: Overall (1=low to 5=high),3.623035,..,3.920745,..,3.97,..
1492,Finland,FIN,"Time to export, border compliance (hours)",36,36,36,36,36,36
1493,Finland,FIN,"Time to export, documentary compliance (hours)",2,2,2,2,2,2
1494,Finland,FIN,"Time to import, border compliance (hours)",2,2,2,2,2,2
1495,Finland,FIN,"Time to import, documentary compliance (hours)",0.5,0.5,0.5,0.5,0.5,0.5
1496,France,FRA,Cost of business start-up procedures (% of GNI per capita),0.9,0.8,0.7,0.7,0.7,0.7
1497,France,FRA,"Cost of business start-up procedures, female (% of GNI per capita)",0.9,0.8,0.7,0.7,0.7,0.7
