,Country Name,Country Code,Series Name,Date,Value
6645,Greece,GRC,"Cost of business start-up procedures, female (% of GNI per capita)",2015,2.3
6646,Greece,GRC,"Cost of business start-up procedures, male (% of GNI per capita)",2015,2.3
6647,Greece,GRC,Time required to start a business (days),2015,13
6648,Greece,GRC,"Time required to start a business, female (days)",2015,13
6649,Greece,GRC,"Time required to start a business, male (days)",2015,13
6650,Greece,GRC,Unemployment with advanced education (% of total labor force with advanced education),2015,19.72999954
6651,Greece,GRC,"Unemployment with advanced education, female (% of female labor force with advanced education)",2015,23.04999924
6652,Greece,GRC,"Unemployment with advanced education, male (% of male labor force with advanced education)",2015,16.23999977
6653,Greece,GRC,Unemployment with basic education (% of total labor force with basic education),2015,26.59000015
6654,Greece,GRC,"Unemployment with basic education, female (% of female labor force with basic education)",2015,29.29000092
6655,Greece,GRC,"Unemployment with basic education, male (% of male labor force with basic education)",2015,25.06999969
6656,Greece,GRC,Unemployment with intermediate education (% of total labor force with intermediate education),2015,27.63999939
6657,Greece,GRC,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2015,33.74000168
6658,Greece,GRC,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2015,22.77000046
6659,Greece,GRC,"Interest rate spread (lending rate minus deposit rate, %)",2015,..
6660,Greece,GRC,Average time to clear exports through customs (days),2015,..
6661,Greece,GRC,Logistics performance index: Overall (1=low to 5=high),2015,..
6662,Greece,GRC,"Time to export, border compliance (hours)",2015,24
6663,Greece,GRC,"Time to export, documentary compliance (hours)",2015,1
6664,Greece,GRC,"Time to import, border compliance (hours)",2015,0.5
6665,Greece,GRC,"Time to import, documentary compliance (hours)",2015,0.5
6666,Grenada,GRD,Cost of business start-up procedures (% of GNI per capita),2015,17.3
6667,Grenada,GRD,"Cost of business start-up procedures, female (% of GNI per capita)",2015,17.3
6668,Grenada,GRD,"Cost of business start-up procedures, male (% of GNI per capita)",2015,17.3
6669,Grenada,GRD,Time required to start a business (days),2015,15
6670,Grenada,GRD,"Time required to start a business, female (days)",2015,15
6671,Grenada,GRD,"Time required to start a business, male (days)",2015,15
6672,Grenada,GRD,Unemployment with advanced education (% of total labor force with advanced education),2015,..
6673,Grenada,GRD,"Unemployment with advanced education, female (% of female labor force with advanced education)",2015,..
6674,Grenada,GRD,"Unemployment with advanced education, male (% of male labor force with advanced education)",2015,..
6675,Grenada,GRD,Unemployment with basic education (% of total labor force with basic education),2015,..
6676,Grenada,GRD,"Unemployment with basic education, female (% of female labor force with basic education)",2015,..
6677,Grenada,GRD,"Unemployment with basic education, male (% of male labor force with basic education)",2015,..
6678,Grenada,GRD,Unemployment with intermediate education (% of total labor force with intermediate education),2015,..
6679,Grenada,GRD,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2015,..
6680,Grenada,GRD,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2015,..
6681,Grenada,GRD,"Interest rate spread (lending rate minus deposit rate, %)",2015,7.134916667
6682,Grenada,GRD,Average time to clear exports through customs (days),2015,..
6683,Grenada,GRD,Logistics performance index: Overall (1=low to 5=high),2015,..
6684,Grenada,GRD,"Time to export, border compliance (hours)",2015,101.4433
6685,Grenada,GRD,"Time to export, documentary compliance (hours)",2015,13.33333
6686,Grenada,GRD,"Time to import, border compliance (hours)",2015,37.33333
6687,Grenada,GRD,"Time to import, documentary compliance (hours)",2015,43.55556
6688,Guatemala,GTM,Cost of business start-up procedures (% of GNI per capita),2015,25.1
6689,Guatemala,GTM,"Cost of business start-up procedures, female (% of GNI per capita)",2015,25.1
6690,Guatemala,GTM,"Cost of business start-up procedures, male (% of GNI per capita)",2015,25.1
6691,Guatemala,GTM,Time required to start a business (days),2015,26.5
6692,Guatemala,GTM,"Time required to start a business, female (days)",2015,26.5
6693,Guatemala,GTM,"Time required to start a business, male (days)",2015,26.5
6694,Guatemala,GTM,Unemployment with advanced education (% of total labor force with advanced education),2015,1.25
6695,Guatemala,GTM,"Unemployment with advanced education, female (% of female labor force with advanced education)",2015,1.529999971
6696,Guatemala,GTM,"Unemployment with advanced education, male (% of male labor force with advanced education)",2015,1.039999962
6697,Guatemala,GTM,Unemployment with basic education (% of total labor force with basic education),2015,2.910000086
6698,Guatemala,GTM,"Unemployment with basic education, female (% of female labor force with basic education)",2015,3.670000076
6699,Guatemala,GTM,"Unemployment with basic education, male (% of male labor force with basic education)",2015,2.579999924
6700,Guatemala,GTM,Unemployment with intermediate education (% of total labor force with intermediate education),2015,6.380000114
6701,Guatemala,GTM,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2015,9.020000458
6702,Guatemala,GTM,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2015,4.269999981
6703,Guatemala,GTM,"Interest rate spread (lending rate minus deposit rate, %)",2015,7.761666667
6704,Guatemala,GTM,Average time to clear exports through customs (days),2015,..
6705,Guatemala,GTM,Logistics performance index: Overall (1=low to 5=high),2015,..
6706,Guatemala,GTM,"Time to export, border compliance (hours)",2015,36
6707,Guatemala,GTM,"Time to export, documentary compliance (hours)",2015,48
6708,Guatemala,GTM,"Time to import, border compliance (hours)",2015,72
6709,Guatemala,GTM,"Time to import, documentary compliance (hours)",2015,32
6710,Guinea,GIN,Cost of business start-up procedures (% of GNI per capita),2015,74.1
6711,Guinea,GIN,"Cost of business start-up procedures, female (% of GNI per capita)",2015,74.1
6712,Guinea,GIN,"Cost of business start-up procedures, male (% of GNI per capita)",2015,74.1
6713,Guinea,GIN,Time required to start a business (days),2015,15
6714,Guinea,GIN,"Time required to start a business, female (days)",2015,15
6715,Guinea,GIN,"Time required to start a business, male (days)",2015,15
6716,Guinea,GIN,Unemployment with advanced education (% of total labor force with advanced education),2015,..
6717,Guinea,GIN,"Unemployment with advanced education, female (% of female labor force with advanced education)",2015,..
6718,Guinea,GIN,"Unemployment with advanced education, male (% of male labor force with advanced education)",2015,..
6719,Guinea,GIN,Unemployment with basic education (% of total labor force with basic education),2015,..
6720,Guinea,GIN,"Unemployment with basic education, female (% of female labor force with basic education)",2015,..
6721,Guinea,GIN,"Unemployment with basic education, male (% of male labor force with basic education)",2015,..
6722,Guinea,GIN,Unemployment with intermediate education (% of total labor force with intermediate education),2015,..
6723,Guinea,GIN,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2015,..
6724,Guinea,GIN,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2015,..
6725,Guinea,GIN,"Interest rate spread (lending rate minus deposit rate, %)",2015,..
6726,Guinea,GIN,Average time to clear exports through customs (days),2015,..
6727,Guinea,GIN,Logistics performance index: Overall (1=low to 5=high),2015,..
6728,Guinea,GIN,"Time to export, border compliance (hours)",2015,72
6729,Guinea,GIN,"Time to export, documentary compliance (hours)",2015,138.7
6730,Guinea,GIN,"Time to import, border compliance (hours)",2015,90.85714
6731,Guinea,GIN,"Time to import, documentary compliance (hours)",2015,156
6732,Guinea-Bissau,GNB,Cost of business start-up procedures (% of GNI per capita),2015,118.4
6733,Guinea-Bissau,GNB,"Cost of business start-up procedures, female (% of GNI per capita)",2015,118.4
6734,Guinea-Bissau,GNB,"Cost of business start-up procedures, male (% of GNI per capita)",2015,118.4
6735,Guinea-Bissau,GNB,Time required to start a business (days),2015,8.5
6736,Guinea-Bissau,GNB,"Time required to start a business, female (days)",2015,9
6737,Guinea-Bissau,GNB,"Time required to start a business, male (days)",2015,8
6738,Guinea-Bissau,GNB,Unemployment with advanced education (% of total labor force with advanced education),2015,..
6739,Guinea-Bissau,GNB,"Unemployment with advanced education, female (% of female labor force with advanced education)",2015,..
6740,Guinea-Bissau,GNB,"Unemployment with advanced education, male (% of male labor force with advanced education)",2015,..
6741,Guinea-Bissau,GNB,Unemployment with basic education (% of total labor force with basic education),2015,..
6742,Guinea-Bissau,GNB,"Unemployment with basic education, female (% of female labor force with basic education)",2015,..
6743,Guinea-Bissau,GNB,"Unemployment with basic education, male (% of male labor force with basic education)",2015,..
6744,Guinea-Bissau,GNB,Unemployment with intermediate education (% of total labor force with intermediate education),2015,..
6745,Guinea-Bissau,GNB,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2015,..
6746,Guinea-Bissau,GNB,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2015,..
6747,Guinea-Bissau,GNB,"Interest rate spread (lending rate minus deposit rate, %)",2015,-1.844166667
6748,Guinea-Bissau,GNB,Average time to clear exports through customs (days),2015,..
6749,Guinea-Bissau,GNB,Logistics performance index: Overall (1=low to 5=high),2015,..
6750,Guinea-Bissau,GNB,"Time to export, border compliance (hours)",2015,118
6751,Guinea-Bissau,GNB,"Time to export, documentary compliance (hours)",2015,60
6752,Guinea-Bissau,GNB,"Time to import, border compliance (hours)",2015,84
6753,Guinea-Bissau,GNB,"Time to import, documentary compliance (hours)",2015,36
6754,Guyana,GUY,Cost of business start-up procedures (% of GNI per capita),2015,10.9
6755,Guyana,GUY,"Cost of business start-up procedures, female (% of GNI per capita)",2015,10.9
6756,Guyana,GUY,"Cost of business start-up procedures, male (% of GNI per capita)",2015,10.9
6757,Guyana,GUY,Time required to start a business (days),2015,18
6758,Guyana,GUY,"Time required to start a business, female (days)",2015,18
6759,Guyana,GUY,"Time required to start a business, male (days)",2015,18
6760,Guyana,GUY,Unemployment with advanced education (% of total labor force with advanced education),2015,..
6761,Guyana,GUY,"Unemployment with advanced education, female (% of female labor force with advanced education)",2015,..
6762,Guyana,GUY,"Unemployment with advanced education, male (% of male labor force with advanced education)",2015,..
6763,Guyana,GUY,Unemployment with basic education (% of total labor force with basic education),2015,..
6764,Guyana,GUY,"Unemployment with basic education, female (% of female labor force with basic education)",2015,..
6765,Guyana,GUY,"Unemployment with basic education, male (% of male labor force with basic education)",2015,..
6766,Guyana,GUY,Unemployment with intermediate education (% of total labor force with intermediate education),2015,..
6767,Guyana,GUY,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2015,..
6768,Guyana,GUY,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2015,..
6769,Guyana,GUY,"Interest rate spread (lending rate minus deposit rate, %)",2015,11.71874722
6770,Guyana,GUY,Average time to clear exports through customs (days),2015,..
6771,Guyana,GUY,Logistics performance index: Overall (1=low to 5=high),2015,..
6772,Guyana,GUY,"Time to export, border compliance (hours)",2015,72
6773,Guyana,GUY,"Time to export, documentary compliance (hours)",2015,200
6774,Guyana,GUY,"Time to import, border compliance (hours)",2015,84
6775,Guyana,GUY,"Time to import, documentary compliance (hours)",2015,156
6776,Haiti,HTI,Cost of business start-up procedures (% of GNI per capita),2015,235.3
6777,Haiti,HTI,"Cost of business start-up procedures, female (% of GNI per capita)",2015,235.3
6778,Haiti,HTI,"Cost of business start-up procedures, male (% of GNI per capita)",2015,235.3
6779,Haiti,HTI,Time required to start a business (days),2015,97
6780,Haiti,HTI,"Time required to start a business, female (days)",2015,97
6781,Haiti,HTI,"Time required to start a business, male (days)",2015,97
6782,Haiti,HTI,Unemployment with advanced education (% of total labor force with advanced education),2015,..
6783,Haiti,HTI,"Unemployment with advanced education, female (% of female labor force with advanced education)",2015,..
6784,Haiti,HTI,"Unemployment with advanced education, male (% of male labor force with advanced education)",2015,..
6785,Haiti,HTI,Unemployment with basic education (% of total labor force with basic education),2015,..
6786,Haiti,HTI,"Unemployment with basic education, female (% of female labor force with basic education)",2015,..
6787,Haiti,HTI,"Unemployment with basic education, male (% of male labor force with basic education)",2015,..
6788,Haiti,HTI,Unemployment with intermediate education (% of total labor force with intermediate education),2015,..
6789,Haiti,HTI,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2015,..
6790,Haiti,HTI,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2015,..
6791,Haiti,HTI,"Interest rate spread (lending rate minus deposit rate, %)",2015,8.6375
6792,Haiti,HTI,Average time to clear exports through customs (days),2015,..
6793,Haiti,HTI,Logistics performance index: Overall (1=low to 5=high),2015,..
6794,Haiti,HTI,"Time to export, border compliance (hours)",2015,27.75
6795,Haiti,HTI,"Time to export, documentary compliance (hours)",2015,24
6796,Haiti,HTI,"Time to import, border compliance (hours)",2015,91
6797,Haiti,HTI,"Time to import, documentary compliance (hours)",2015,30
6798,Honduras,HND,Cost of business start-up procedures (% of GNI per capita),2015,40.4
6799,Honduras,HND,"Cost of business start-up procedures, female (% of GNI per capita)",2015,40.4
6800,Honduras,HND,"Cost of business start-up procedures, male (% of GNI per capita)",2015,40.4
6801,Honduras,HND,Time required to start a business (days),2015,41
6802,Honduras,HND,"Time required to start a business, female (days)",2015,41
6803,Honduras,HND,"Time required to start a business, male (days)",2015,41
6804,Honduras,HND,Unemployment with advanced education (% of total labor force with advanced education),2015,8.949999809
6805,Honduras,HND,"Unemployment with advanced education, female (% of female labor force with advanced education)",2015,10.06000042
6806,Honduras,HND,"Unemployment with advanced education, male (% of male labor force with advanced education)",2015,7.619999886
6807,Honduras,HND,Unemployment with basic education (% of total labor force with basic education),2015,5.53000021
6808,Honduras,HND,"Unemployment with basic education, female (% of female labor force with basic education)",2015,7.510000229
6809,Honduras,HND,"Unemployment with basic education, male (% of male labor force with basic education)",2015,4.440000057
6810,Honduras,HND,Unemployment with intermediate education (% of total labor force with intermediate education),2015,12.39999962
6811,Honduras,HND,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2015,15.96000004
6812,Honduras,HND,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2015,8.289999962
6813,Honduras,HND,"Interest rate spread (lending rate minus deposit rate, %)",2015,10.9571475
6814,Honduras,HND,Average time to clear exports through customs (days),2015,..
6815,Honduras,HND,Logistics performance index: Overall (1=low to 5=high),2015,..
6816,Honduras,HND,"Time to export, border compliance (hours)",2015,108
6817,Honduras,HND,"Time to export, documentary compliance (hours)",2015,48
6818,Honduras,HND,"Time to import, border compliance (hours)",2015,56
6819,Honduras,HND,"Time to import, documentary compliance (hours)",2015,72
6820,"Hong Kong SAR, China",HKG,Cost of business start-up procedures (% of GNI per capita),2015,1.2
6821,"Hong Kong SAR, China",HKG,"Cost of business start-up procedures, female (% of GNI per capita)",2015,1.2
6822,"Hong Kong SAR, China",HKG,"Cost of business start-up procedures, male (% of GNI per capita)",2015,1.2
6823,"Hong Kong SAR, China",HKG,Time required to start a business (days),2015,1.5
6824,"Hong Kong SAR, China",HKG,"Time required to start a business, female (days)",2015,1.5
6825,"Hong Kong SAR, China",HKG,"Time required to start a business, male (days)",2015,1.5
6826,"Hong Kong SAR, China",HKG,Unemployment with advanced education (% of total labor force with advanced education),2015,2.900000095
6827,"Hong Kong SAR, China",HKG,"Unemployment with advanced education, female (% of female labor force with advanced education)",2015,2.960000038
6828,"Hong Kong SAR, China",HKG,"Unemployment with advanced education, male (% of male labor force with advanced education)",2015,2.859999895
6829,"Hong Kong SAR, China",HKG,Unemployment with basic education (% of total labor force with basic education),2015,3.710000038
6830,"Hong Kong SAR, China",HKG,"Unemployment with basic education, female (% of female labor force with basic education)",2015,3.269999981
6831,"Hong Kong SAR, China",HKG,"Unemployment with basic education, male (% of male labor force with basic education)",2015,4.070000172
6832,"Hong Kong SAR, China",HKG,Unemployment with intermediate education (% of total labor force with intermediate education),2015,3.369999886
6833,"Hong Kong SAR, China",HKG,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2015,3.269999981
6834,"Hong Kong SAR, China",HKG,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2015,3.470000029
6835,"Hong Kong SAR, China",HKG,"Interest rate spread (lending rate minus deposit rate, %)",2015,4.99
6836,"Hong Kong SAR, China",HKG,Average time to clear exports through customs (days),2015,..
6837,"Hong Kong SAR, China",HKG,Logistics performance index: Overall (1=low to 5=high),2015,..
6838,"Hong Kong SAR, China",HKG,"Time to export, border compliance (hours)",2015,1
6839,"Hong Kong SAR, China",HKG,"Time to export, documentary compliance (hours)",2015,0.666
6840,"Hong Kong SAR, China",HKG,"Time to import, border compliance (hours)",2015,18.54545
6841,"Hong Kong SAR, China",HKG,"Time to import, documentary compliance (hours)",2015,1.318182
6842,Hungary,HUN,Cost of business start-up procedures (% of GNI per capita),2015,7.5
6843,Hungary,HUN,"Cost of business start-up procedures, female (% of GNI per capita)",2015,7.5
6844,Hungary,HUN,"Cost of business start-up procedures, male (% of GNI per capita)",2015,7.5
6845,Hungary,HUN,Time required to start a business (days),2015,7
6846,Hungary,HUN,"Time required to start a business, female (days)",2015,7
6847,Hungary,HUN,"Time required to start a business, male (days)",2015,7
6848,Hungary,HUN,Unemployment with advanced education (% of total labor force with advanced education),2015,2.420000076
6849,Hungary,HUN,"Unemployment with advanced education, female (% of female labor force with advanced education)",2015,2.599999905
6850,Hungary,HUN,"Unemployment with advanced education, male (% of male labor force with advanced education)",2015,2.200000048
6851,Hungary,HUN,Unemployment with basic education (% of total labor force with basic education),2015,17.30999947
6852,Hungary,HUN,"Unemployment with basic education, female (% of female labor force with basic education)",2015,18.06999969
6853,Hungary,HUN,"Unemployment with basic education, male (% of male labor force with basic education)",2015,16.65999985
6854,Hungary,HUN,Unemployment with intermediate education (% of total labor force with intermediate education),2015,6.400000095
6855,Hungary,HUN,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2015,6.880000114
6856,Hungary,HUN,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2015,6.050000191
6857,Hungary,HUN,"Interest rate spread (lending rate minus deposit rate, %)",2015,1.789987394
6858,Hungary,HUN,Average time to clear exports through customs (days),2015,..
6859,Hungary,HUN,Logistics performance index: Overall (1=low to 5=high),2015,..
6860,Hungary,HUN,"Time to export, border compliance (hours)",2015,0
6861,Hungary,HUN,"Time to export, documentary compliance (hours)",2015,0.75
6862,Hungary,HUN,"Time to import, border compliance (hours)",2015,0
6863,Hungary,HUN,"Time to import, documentary compliance (hours)",2015,0.75
6864,Iceland,ISL,Cost of business start-up procedures (% of GNI per capita),2015,2.2
6865,Iceland,ISL,"Cost of business start-up procedures, female (% of GNI per capita)",2015,2.2
6866,Iceland,ISL,"Cost of business start-up procedures, male (% of GNI per capita)",2015,2.2
6867,Iceland,ISL,Time required to start a business (days),2015,12
6868,Iceland,ISL,"Time required to start a business, female (days)",2015,12
6869,Iceland,ISL,"Time required to start a business, male (days)",2015,12
6870,Iceland,ISL,Unemployment with advanced education (% of total labor force with advanced education),2015,2.730000019
6871,Iceland,ISL,"Unemployment with advanced education, female (% of female labor force with advanced education)",2015,3.25
6872,Iceland,ISL,"Unemployment with advanced education, male (% of male labor force with advanced education)",2015,2.029999971
6873,Iceland,ISL,Unemployment with basic education (% of total labor force with basic education),2015,6.150000095
6874,Iceland,ISL,"Unemployment with basic education, female (% of female labor force with basic education)",2015,6.159999847
6875,Iceland,ISL,"Unemployment with basic education, male (% of male labor force with basic education)",2015,6.139999866
6876,Iceland,ISL,Unemployment with intermediate education (% of total labor force with intermediate education),2015,3.349999905
6877,Iceland,ISL,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2015,3.150000095
6878,Iceland,ISL,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2015,3.49000001
6879,Iceland,ISL,"Interest rate spread (lending rate minus deposit rate, %)",2015,..
6880,Iceland,ISL,Average time to clear exports through customs (days),2015,..
6881,Iceland,ISL,Logistics performance index: Overall (1=low to 5=high),2015,..
6882,Iceland,ISL,"Time to export, border compliance (hours)",2015,36
6883,Iceland,ISL,"Time to export, documentary compliance (hours)",2015,2
6884,Iceland,ISL,"Time to import, border compliance (hours)",2015,24
6885,Iceland,ISL,"Time to import, documentary compliance (hours)",2015,2.5
6886,India,IND,Cost of business start-up procedures (% of GNI per capita),2015,14.5
6887,India,IND,"Cost of business start-up procedures, female (% of GNI per capita)",2015,14.5
6888,India,IND,"Cost of business start-up procedures, male (% of GNI per capita)",2015,14.5
6889,India,IND,Time required to start a business (days),2015,30
6890,India,IND,"Time required to start a business, female (days)",2015,30
6891,India,IND,"Time required to start a business, male (days)",2015,30
6892,India,IND,Unemployment with advanced education (% of total labor force with advanced education),2015,..
6893,India,IND,"Unemployment with advanced education, female (% of female labor force with advanced education)",2015,..
6894,India,IND,"Unemployment with advanced education, male (% of male labor force with advanced education)",2015,..
6895,India,IND,Unemployment with basic education (% of total labor force with basic education),2015,..
6896,India,IND,"Unemployment with basic education, female (% of female labor force with basic education)",2015,..
6897,India,IND,"Unemployment with basic education, male (% of male labor force with basic education)",2015,..
6898,India,IND,Unemployment with intermediate education (% of total labor force with intermediate education),2015,..
6899,India,IND,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2015,..
6900,India,IND,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2015,..
6901,India,IND,"Interest rate spread (lending rate minus deposit rate, %)",2015,..
6902,India,IND,Average time to clear exports through customs (days),2015,..
6903,India,IND,Logistics performance index: Overall (1=low to 5=high),2015,..
6904,India,IND,"Time to export, border compliance (hours)",2015,109.2553
6905,India,IND,"Time to export, documentary compliance (hours)",2015,41.47294
6906,India,IND,"Time to import, border compliance (hours)",2015,287.3766
6907,India,IND,"Time to import, documentary compliance (hours)",2015,63.31765
6908,Indonesia,IDN,Cost of business start-up procedures (% of GNI per capita),2015,20
6909,Indonesia,IDN,"Cost of business start-up procedures, female (% of GNI per capita)",2015,20
6910,Indonesia,IDN,"Cost of business start-up procedures, male (% of GNI per capita)",2015,20
6911,Indonesia,IDN,Time required to start a business (days),2015,49.3
6912,Indonesia,IDN,"Time required to start a business, female (days)",2015,49.26
6913,Indonesia,IDN,"Time required to start a business, male (days)",2015,49.26
6914,Indonesia,IDN,Unemployment with advanced education (% of total labor force with advanced education),2015,5.440000057
6915,Indonesia,IDN,"Unemployment with advanced education, female (% of female labor force with advanced education)",2015,6.239999771
6916,Indonesia,IDN,"Unemployment with advanced education, male (% of male labor force with advanced education)",2015,4.739999771
6917,Indonesia,IDN,Unemployment with basic education (% of total labor force with basic education),2015,3.089999914
6918,Indonesia,IDN,"Unemployment with basic education, female (% of female labor force with basic education)",2015,2.690000057
6919,Indonesia,IDN,"Unemployment with basic education, male (% of male labor force with basic education)",2015,3.319999933
6920,Indonesia,IDN,Unemployment with intermediate education (% of total labor force with intermediate education),2015,8.479999542
6921,Indonesia,IDN,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2015,9.75
6922,Indonesia,IDN,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2015,7.869999886
6923,Indonesia,IDN,"Interest rate spread (lending rate minus deposit rate, %)",2015,4.325833333
6924,Indonesia,IDN,Average time to clear exports through customs (days),2015,8.3
6925,Indonesia,IDN,Logistics performance index: Overall (1=low to 5=high),2015,..
6926,Indonesia,IDN,"Time to export, border compliance (hours)",2015,62.56737
6927,Indonesia,IDN,"Time to export, documentary compliance (hours)",2015,72
6928,Indonesia,IDN,"Time to import, border compliance (hours)",2015,99.36
6929,Indonesia,IDN,"Time to import, documentary compliance (hours)",2015,144
6930,"Iran, Islamic Rep.",IRN,Cost of business start-up procedures (% of GNI per capita),2015,2.8
6931,"Iran, Islamic Rep.",IRN,"Cost of business start-up procedures, female (% of GNI per capita)",2015,2.8
6932,"Iran, Islamic Rep.",IRN,"Cost of business start-up procedures, male (% of GNI per capita)",2015,2.8
6933,"Iran, Islamic Rep.",IRN,Time required to start a business (days),2015,72.5
6934,"Iran, Islamic Rep.",IRN,"Time required to start a business, female (days)",2015,73
6935,"Iran, Islamic Rep.",IRN,"Time required to start a business, male (days)",2015,72
6936,"Iran, Islamic Rep.",IRN,Unemployment with advanced education (% of total labor force with advanced education),2015,11.96000004
6937,"Iran, Islamic Rep.",IRN,"Unemployment with advanced education, female (% of female labor force with advanced education)",2015,17.62999916
6938,"Iran, Islamic Rep.",IRN,"Unemployment with advanced education, male (% of male labor force with advanced education)",2015,10.21000004
6939,"Iran, Islamic Rep.",IRN,Unemployment with basic education (% of total labor force with basic education),2015,8.069999695
6940,"Iran, Islamic Rep.",IRN,"Unemployment with basic education, female (% of female labor force with basic education)",2015,7.909999847
6941,"Iran, Islamic Rep.",IRN,"Unemployment with basic education, male (% of male labor force with basic education)",2015,8.090000153
6942,"Iran, Islamic Rep.",IRN,Unemployment with intermediate education (% of total labor force with intermediate education),2015,11.77000046
6943,"Iran, Islamic Rep.",IRN,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2015,21.42000008
6944,"Iran, Islamic Rep.",IRN,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2015,10.47000027
6945,"Iran, Islamic Rep.",IRN,"Interest rate spread (lending rate minus deposit rate, %)",2015,-2.09
6946,"Iran, Islamic Rep.",IRN,Average time to clear exports through customs (days),2015,..
6947,"Iran, Islamic Rep.",IRN,Logistics performance index: Overall (1=low to 5=high),2015,..
6948,"Iran, Islamic Rep.",IRN,"Time to export, border compliance (hours)",2015,107.0769
6949,"Iran, Islamic Rep.",IRN,"Time to export, documentary compliance (hours)",2015,126.7692
6950,"Iran, Islamic Rep.",IRN,"Time to import, border compliance (hours)",2015,147.6923
6951,"Iran, Islamic Rep.",IRN,"Time to import, documentary compliance (hours)",2015,205.5556
6952,Iraq,IRQ,Cost of business start-up procedures (% of GNI per capita),2015,37.4
6953,Iraq,IRQ,"Cost of business start-up procedures, female (% of GNI per capita)",2015,37.4
6954,Iraq,IRQ,"Cost of business start-up procedures, male (% of GNI per capita)",2015,37.4
6955,Iraq,IRQ,Time required to start a business (days),2015,34.5
6956,Iraq,IRQ,"Time required to start a business, female (days)",2015,35
6957,Iraq,IRQ,"Time required to start a business, male (days)",2015,34
6958,Iraq,IRQ,Unemployment with advanced education (% of total labor force with advanced education),2015,..
6959,Iraq,IRQ,"Unemployment with advanced education, female (% of female labor force with advanced education)",2015,..
6960,Iraq,IRQ,"Unemployment with advanced education, male (% of male labor force with advanced education)",2015,..
6961,Iraq,IRQ,Unemployment with basic education (% of total labor force with basic education),2015,..
6962,Iraq,IRQ,"Unemployment with basic education, female (% of female labor force with basic education)",2015,..
6963,Iraq,IRQ,"Unemployment with basic education, male (% of male labor force with basic education)",2015,..
6964,Iraq,IRQ,Unemployment with intermediate education (% of total labor force with intermediate education),2015,..
6965,Iraq,IRQ,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2015,..
6966,Iraq,IRQ,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2015,..
6967,Iraq,IRQ,"Interest rate spread (lending rate minus deposit rate, %)",2015,7.435833333
6968,Iraq,IRQ,Average time to clear exports through customs (days),2015,..
6969,Iraq,IRQ,Logistics performance index: Overall (1=low to 5=high),2015,..
6970,Iraq,IRQ,"Time to export, border compliance (hours)",2015,84.57143
6971,Iraq,IRQ,"Time to export, documentary compliance (hours)",2015,504
6972,Iraq,IRQ,"Time to import, border compliance (hours)",2015,130.6667
6973,Iraq,IRQ,"Time to import, documentary compliance (hours)",2015,176
6974,Ireland,IRL,Cost of business start-up procedures (% of GNI per capita),2015,0.2
6975,Ireland,IRL,"Cost of business start-up procedures, female (% of GNI per capita)",2015,0.2
6976,Ireland,IRL,"Cost of business start-up procedures, male (% of GNI per capita)",2015,0.2
6977,Ireland,IRL,Time required to start a business (days),2015,12
6978,Ireland,IRL,"Time required to start a business, female (days)",2015,12
6979,Ireland,IRL,"Time required to start a business, male (days)",2015,12
6980,Ireland,IRL,Unemployment with advanced education (% of total labor force with advanced education),2015,5.639999866
6981,Ireland,IRL,"Unemployment with advanced education, female (% of female labor force with advanced education)",2015,5.860000134
6982,Ireland,IRL,"Unemployment with advanced education, male (% of male labor force with advanced education)",2015,5.380000114
6983,Ireland,IRL,Unemployment with basic education (% of total labor force with basic education),2015,16.80999947
6984,Ireland,IRL,"Unemployment with basic education, female (% of female labor force with basic education)",2015,15.89000034
6985,Ireland,IRL,"Unemployment with basic education, male (% of male labor force with basic education)",2015,17.20000076
6986,Ireland,IRL,Unemployment with intermediate education (% of total labor force with intermediate education),2015,12.39999962
